		Parts & Accessories Module	Supplier	Code	Supplier Description	P&A	MU	CTD	MU	GP	Sell	Base List	Install Type	TTF (Hours)	Labour ($)	Parts CTD	Sundry CTD	Total CTD	MU	GP	Parts	Sundry	Labour	Sell inc Install (if appl.)		Operation Code	Operation Description																															
		Folding Anchor Kit - 1.5kg Anc w 30m Rope & 3m Chain	BLA	146462	BLA FOLDING ANCHOR KIT 1.5KGANCHOR 30MX8MM ROPE 3MX6MM CHAIN	41.23	0.2	49.476	0.45157615446240224	22.342181818181814	79	71.81818181818181	Labour Estimated - (0.10)	0.1	13.009090909090908	49.476	1	63.48509090909091	0.3746964212069834	23.78763636363636	79	2	15.9	96		DFO-BLA-146462	Folding Anchor Kit - 1.5kg Anc w 30m Rope & 3m Chain																															
		Folding Anchor Kit - 2.5kg Anc w 30m Rope & 3m Chain	BLA	146464	BLA FOLDING ANCHOR KIT 2.5KGANCHOR 30MX8MM ROPE 3MX6MM CHAIN	49.91	0.2	59.891999999999996	0.3509164981815754	21.01709090909091	89	80.9090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	59.891999999999996	1	73.9010909090909	0.30395417954218923	22.462545454545463	89	2	15.9	106		DFO-BLA-146464	Folding Anchor Kit - 2.5kg Anc w 30m Rope & 3m Chain																															
		Folding Anchor Kit - 3.2kg Anc w 30m Rope & 3m Chain	BLA	146466	BLA FOLDING ANCHOR KIT 3.2KGANCHOR 30MX12MM ROPE 3MX6MMCHAIN	67.96	0.2	81.55199999999999	0.3265378921647315	26.62981818181818	119	108.18181818181817	Labour Estimated - (0.10)	0.1	13.009090909090908	81.55199999999999	1	95.5610909090909	0.2937939747253543	28.075272727272733	119	2	15.9	136		DFO-BLA-146466	Folding Anchor Kit - 3.2kg Anc w 30m Rope & 3m Chain																															
																																																										
		SARCA ANCHORS																									SARCA ANCHORS																															
		Sarca - No.1 Anchor Only	ANC	SARCA1	Sarca - No.1 Anchor Only	122.38	0.15	140.737	0.4146309008356656	58.35390909090907	219	199.09090909090907	Labour Estimated - (0.10)	0.1	13.009090909090908	140.737	1	154.7460909090909	0.3864353747810931	59.79936363636364	219	2	15.9	236		DFO-ANC-SARCA1	Sarca - No.1 Anchor Only																															
		Sarca - No.2 Anchor Only	ANC	SARCA2	Sarca - No.2 Anchor Only	159.27	0.15	183.1605	0.3351429732145005	61.38495454545452	269	244.54545454545453	Labour Estimated - (0.10)	0.1	13.009090909090908	183.1605	1	197.1695909090909	0.318661761183439	62.830409090909086	269	2	15.9	286		DFO-ANC-SARCA2	Sarca - No.2 Anchor Only																															
		Sarca - No.3 Anchor Only	ANC	SARCA3	Sarca - No.3 Anchor Only	227.04	0.15	261.096	0.3196121524092843	83.4494545454545	379	344.5454545454545	Labour Estimated - (0.10)	0.1	13.009090909090908	261.096	1	275.1050909090909	0.30859083272640253	84.89490909090904	379	2	15.9	396		DFO-ANC-SARCA3	Sarca - No.3 Anchor Only																															
		Sarca - No.4 Anchor Only	ANC	SARCA4	Sarca - No.4 Anchor Only	341.09	0.15	392.2535	0.31872048884898996	125.01922727272728	569	517.2727272727273	Labour Estimated - (0.10)	0.1	13.009090909090908	392.2535	1	406.2625909090909	0.31128803056956994	126.46468181818176	569	2	15.9	586		DFO-ANC-SARCA4	Sarca - No.4 Anchor Only																															
																																																										
		Sarca No. 1 Anchor w S/S Swivel	NSM Service Dept	ANC-SARCA1KIT01	NR - Not Required	195.30427272727275		195.30427272727275	0.43366039098897885	84.69572727272725	308	280	Internal Operation	0.2	26.018181818181816	195.30427272727275	2	223.32245454545455	0.3962688277488686	88.49572727272727	308	3.1999999999999993	31.8	343		ANC-SARCA1KIT01	Sarca No. 1 Anchor w S/S Swivel																															
		Sarca No. 2 Anchor w S/S Swivel	NSM Service Dept	ANC-SARCA2KIT01	NR - Not Required	237.72777272727276		237.72777272727276	0.36902197720043006	87.72677272727267	358	325.45454545454544	Internal Operation	0.2	26.018181818181816	237.72777272727276	2	265.7459545454546	0.34441454766009405	91.52677272727266	358	3.1999999999999993	31.8	393		ANC-SARCA2KIT01	Sarca No. 2 Anchor w S/S Swivel																															
		Sarca No. 3 Anchor w S/S Swivel	NSM Service Dept	ANC-SARCA3KIT01	NR - Not Required	315.6632727272728		315.6632727272728	0.3478113617041862	109.79127272727266	468	425.45454545454544	Internal Operation	0.2	26.018181818181816	315.6632727272728	2	343.6814545454546	0.33051324482290134	113.59127272727267	468	3.1999999999999993	31.8	503		ANC-SARCA3KIT01	Sarca No. 3 Anchor w S/S Swivel																															
		Sarca No. 4 Anchor w S/S Swivel	NSM Service Dept	ANC-SARCA4KIT01	NR - Not Required	446.82077272727275		446.82077272727275	0.33875113847254373	151.36104545454538	658	598.1818181818181	Internal Operation	0.2	26.018181818181816	446.82077272727275	2	474.83895454545456	0.3267656201523636	155.16104545454544	658	3.1999999999999993	31.8	693		ANC-SARCA4KIT01	Sarca No. 4 Anchor w S/S Swivel																															
																																																										
		MMX ANCHORS - Galvanized																									MMX ANCHORS - Galvanized																															
		Lone Star - MMX-1 Anchor	LSM	MMX-1	Lone Star - MMX-1 Anchor	85.56	0.1	94.116	0.24604453305205562	23.156727272727267	129	117.27272727272727	Labour Estimated - (0.10)	0.1	13.009090909090908	94.116	1	108.12509090909091	0.2275344382264312	24.602181818181805	129	2	15.9	146			Lone Star - MMX-1 Anchor																															
		Lone Star - MMX-2 Anchor	LSM	MMX-2	Lone Star - MMX-2 Anchor	142.85	0.1	157.135	0.20915136665924194	32.86499999999998	209	189.99999999999997	Labour Estimated - (0.10)	0.1	13.009090909090908	157.135	1	171.1440909090909	0.20047700369438834	34.31045454545455	209	2	15.9	226			Lone Star - MMX-2 Anchor																															
		Lone Star - MMX-3 Anchor	LSM	MMX-3	Lone Star - MMX-3 Anchor	207.77	0.1	228.54700000000003	0.18933165527520285	43.27118181818179	299	271.8181818181818	Labour Estimated - (0.10)	0.1	13.009090909090908	228.54700000000003	1	242.55609090909093	0.18435585845748126	44.716636363636326	299	2	15.9	316			Lone Star - MMX-3 Anchor																															
		Lone Star - MMX-4 Anchor	LSM	MMX-4	Lone Star - MMX-4 Anchor	332.47	0.1	365.71700000000004	0.19068718559581696	69.7375454545454	479	435.45454545454544	Labour Estimated - (0.10)	0.1	13.009090909090908	365.71700000000004	1	379.72609090909094	0.18745880703004325	71.18299999999994	479	2	15.9	496			Lone Star - MMX-4 Anchor																															
																																																										
		Anchor Swivel S/S - Med (Lone Star)	LSM	SSP-SW	Anchor Swivel S/S - Med (Lone Star)	28.88	0.1	31.768	0.40221148783223803	12.777454545454539	49	44.54545454545454	Labour Estimated - (0.10)	0.1	13.009090909090908	31.768	1	45.77709090909091	0.3106992779238522	14.222909090909084	49	2	15.9	66			Anchor Swivel S/S - Med (Lone Star)																															
		Anchor Swivel S/S - Lge (Lone Star)	LSM	SSPL-SW	Anchor Swivel S/S - Lge (Lone Star)	63.14	0.1	69.45400000000001	0.2958216949347766	20.545999999999978	99	89.99999999999999	Labour Estimated - (0.10)	0.1	13.009090909090908	69.45400000000001	1	83.46309090909091	0.2634871810511776	21.99145454545453	99	2	15.9	116			Anchor Swivel S/S - Lge (Lone Star)																															
		Anchor Swivel - S/S	SAW	110342	Swivel anchor 316G SS double joint suit 6-8mm chain	45.4727272727273	0.2	54.56727272727276	0.48274023723843706	26.341818181818148	89	80.9090909090909	Labour Estimated - (0.10)	0.1	13.009090909090908	54.56727272727276	1	68.57636363636367	0.4052018983482243	27.787272727272693	89	2	15.9	106		DFO-ANC-110342	Anchor Swivel - S/S																															
		.																									.																															
		FENDERS & MOORING LINES																									FENDERS & MOORING LINES																															
		Mooring Kit - Medium Size Boats (2 x Fenders / 2 x Docking Lines)	SUB	FEN-KITMED	NR - Not Required	104.50800000000001		104.50800000000001	0.4178992821776146	43.67381818181815	163	148.18181818181816	Sublet Operation	0.15000000000000002	19.513636363636362	104.50800000000001	1	125.02163636363638	0.3743075743980313	46.79654545454544	163	2.149999999999995	23.850000000000005	189		FEN-KITMED	Mooring Kit - Medium Size Boats (2 x Fenders / 2 x Docking Lines)																															
		Mooring Kit - Large Size Boats (4 x Fenders / 2 x Docking Lines)	SUB	FEN-KITLGE	NR - Not Required	200.808		200.808	0.3762580990978264	75.55563636363632	304	276.3636363636363	Sublet Operation	0.25	32.522727272727266	200.808	2	235.33072727272724	0.340473252729814	80.1238181818182	304	3.25	39.75	347		FEN-KITLGE	Mooring Kit - Large Size Boats (4 x Fenders / 2 x Docking Lines)																															
																																																										
		Twin Fender Pack - 16" Sidewind w Lanyards	EJM	327145	Twin Fender Pack - 16" Sidewind w Lanyards	26.74	0.2	32.088	0.6715396296548127	21.548363636363632	59	53.63636363636363	Labour Estimated - (0.10)	0.1	13.009090909090908	32.088	1	46.09709090909091	0.49881278250648803	22.99381818181817	59	2	15.9	76		DFO-FEN-327144	Twin Fender Pack - 16" Sidewind w Lanyards																															
		Twin Fender Pack - 20" Sidewind w Lanyards	EJM	327155	Twin Fender Pack - 20" Sidewind w Lanyards	45.27	0.2	54.324000000000005	0.3220341252150395	17.494181818181808	79	71.81818181818181	Labour Estimated - (0.10)	0.1	13.009090909090908	54.324000000000005	1	68.33309090909091	0.2771663934949657	18.939636363636353	79	2	15.9	96		DFO-FEN-327154	Twin Fender Pack - 20" Sidewind w Lanyards																															
		Twin Fender Pack - 23" Sidewind w Lanyards	EJM	327165	Twin Fender Pack - 23" Sidewind w Lanyards	62.76	0.2	75.312	0.32780964520926265	24.687999999999988	110	99.99999999999999	Labour Estimated - (0.10)	0.1	13.009090909090908	75.312	1	89.32109090909091	0.29257876588243414	26.133454545454526	110	2	15.9	127		DFO-FEN-327164	Twin Fender Pack - 23" Sidewind w Lanyards																															
																																																										
		Docking Line - 8mm x 6mtr	BBB	BBB-PIDL86	Docking Line - 8mm x 6mtr	8.5	0.2	10.2	0.6042780748663102	6.163636363636364	18	16.363636363636363	Labour Estimated - (0.05)	0.05	6.504545454545454	10.2	0	16.704545454545453	0.3605442176870749	6.022727272727273	18	0	7.95	25		DFO-FEN-PIDL86	Docking Line - 8mm x 6mtr																															
		Docking Lines (Pair) - 8mm x 6mtr	BBB	BBB-PIDL86 x 2	Docking Lines (Pair) - 8mm x 6mtr	17	0.2	20.4	0.6042780748663102	12.327272727272728	36	32.72727272727273	Labour Estimated - (0.05)	0.05	6.504545454545454	20.4	0	26.904545454545453	0.45294813313059634	12.186363636363634	36	0	7.95	43		DFO-FEN-PIDL86 x 2	Docking Lines (Pair) - 8mm x 6mtr																															
		Docking Line - 8mm x 10mtr	BBB	BBB-PIDL810	Docking Line - 8mm x 10mtr	11	0.2	13.2	0.4462809917355372	5.890909090909091	21	19.09090909090909	Labour Estimated - (0.05)	0.05	6.504545454545454	13.2	0	19.704545454545453	0.2918108419838524	5.75	21	0	7.95	28		DFO-FEN-PIDL810	Docking Line - 8mm x 10mtr																															
		Docking Lines (Pair) - 8mm x 10mtr	BBB	BBB-PIDL810 x 2	Docking Lines (Pair) - 8mm x 10mtr	22	0.2	26.4	0.4462809917355372	11.781818181818181	42	38.18181818181818	Labour Estimated - (0.05)	0.05	6.504545454545454	26.4	0	32.904545454545456	0.3537781461527833	11.640909090909084	42	0	7.95	49		DFO-FEN-PIDL810 x 2	Docking Lines (Pair) - 8mm x 10mtr																															
		Docking Line - 10mm x 6mtr	BBB	BBB-PIDL106	Docking Line - 10mm x 6mtr	12.75	0.2	15.3	0.3666072489601899	5.609090909090906	23	20.909090909090907	Labour Estimated - (0.05)	0.05	6.504545454545454	15.3	0	21.804545454545455	0.2507817385866165	5.468181818181815	23	0	7.95	30		DFO-FEN-PIDL106	Docking Line - 10mm x 6mtr																															
		Docking Lines (Pair) - 10mm x 6mtr	BBB	BBB-PIDL1010 x 2	Docking Lines (Pair) - 10mm x 6mtr	25.5	0.2	30.6	0.3666072489601899	11.218181818181812	46	41.81818181818181	Labour Estimated - (0.05)	0.05	6.504545454545454	30.6	0	37.10454545454546	0.298542202621585	11.077272727272721	46	0	7.95	53		DFO-FEN-PIDL106 x 2	Docking Lines (Pair) - 10mm x 6mtr																															
		Docking Line - 10mm x 10mtr	BBB	BBB-PIDL1010	Docking Line - 10mm x 10mtr	15.5	0.2	18.6	0.4173998044965784	7.763636363636358	29	26.36363636363636	Labour Estimated - (0.05)	0.05	6.504545454545454	18.6	0	25.104545454545455	0.3036393264530146	7.622727272727271	29	0	7.95	36		DFO-FEN-PIDL1010	Docking Line - 10mm x 10mtr																															
		Docking Lines (Pair) - 10mm x 10mtr	BBB	BBB-PIDL1010 x 2	Docking Lines (Pair) - 10mm x 10mtr	31	0.2	37.2	0.4173998044965784	15.527272727272717	58	52.72727272727272	Labour Estimated - (0.05)	0.05	6.504545454545454	37.2	0	43.70454545454545	0.3520540821632865	15.386363636363633	58	0	7.95	65		DFO-FEN-PIDL1010 x 2	Docking Lines (Pair) - 10mm x 10mtr																															
		Docking Line - 12mm x 10mtr	BBB	BBB-PIDL1210	Docking Line - 12mm x 10mtr	20.91	0.2	25.092	0.5216729707404026	13.089818181818181	42	38.18181818181818	Labour Estimated - (0.05)	0.05	6.504545454545454	25.092	0	31.596545454545453	0.40982040614336424	12.948909090909087	42	0	7.95	49		DFO-FEN-PIDL1210	Docking Line - 12mm x 10mtr																															
		Docking Lines (Pair) - 12mm x 10mtr	BBB	BBB-PIDL1210 x 2	Docking Lines (Pair) - 12mm x 10mtr	41.82	0.2	50.184	0.5216729707404026	26.179636363636362	84	76.36363636363636	Labour Estimated - (0.05)	0.05	6.504545454545454	50.184	0	56.68854545454545	0.4593296064300308	26.03872727272727	84	0	7.95	91		DFO-FEN-PIDL1210 x 2	Docking Lines (Pair) - 12mm x 10mtr																															
																																																										
		ANCHOR WINCHES - Lone Star																									ANCHOR WINCHES - Lone Star																															
		Lone Star - GX-1 6mm Combo Winch Kit	LSM	GX1 6mm Combo	Lone Star - GX-1 6mm Combo Winch Kit	1483.2	0.1	1631.52	0.10883771519252539	177.57090909090903	1990	1809.090909090909	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	1631.52	20	2432.0654545454545	0.110541283278859	268.84363636363605	1990	27	954	2971		DFO-LON-GX1 6mm Combo	Lone Star - GX-1 6mm Combo Winch Kit																															
		Lone Star - GX-1 HS4mm Combo Winch Kit	LSM	GX1 HS4mm Combo	Lone Star - GX-1 HS4mm Combo Winch Kit	1657.9	0.1	1823.69	0.14154169942160205	258.1281818181815	2290	2081.8181818181815	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	1823.69	20	2624.2354545454546	0.13314388710270242	349.40090909090895	2290	27	954	3271		DFO-LON-GX1 HS4mm Combo	Lone Star - GX-1 HS4mm Combo Winch Kit																															
		Lone Star - GX-2 8mm Combo Winch Kit	LSM	GX2 8mm Combo	Lone Star - GX-2 8mm Combo Winch Kit	1746.63	0.1	1921.2930000000001	0.1781838395478271	342.3433636363634	2490	2263.6363636363635	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	1921.2930000000001	20	2721.8384545454546	0.1593100024672493	433.6160909090904	2490	27	954	3471		DFO-LON-GX2 8mm Combo	Lone Star - GX-2 8mm Combo Winch Kit																															
		Lone Star - GX-2 HS5mm Combo Winch Kit	LSM	GX2 HS5mm Combo	Lone Star - GX-2 HS5mm Combo Winch Kit	2063.7	0.1	2270.0699999999997	0.15735317733494006	357.2027272727273	2890	2627.272727272727	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	2270.0699999999997	20	3070.615454545454	0.14605392996429212	448.4754545454548	2890	27	954	3871		DFO-LON-GX2 HS5mm Combo	Lone Star - GX-2 HS5mm Combo Winch Kit																															
		Lone Star - GX-3 8mm Combo Winch Kit	LSM	GX3 8mm Combo	Lone Star - GX-3 8mm Combo Winch Kit	2147.29	0.1	2362.019	0.1507874484421244	356.16281818181824	2990	2718.181818181818	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	2362.019	20	3162.5644545454543	0.14147871193943898	447.43554545454526	2990	27	954	3971		DFO-LON-GX3 8mm Combo	Lone Star - GX-3 8mm Combo Winch Kit																															
		Lone Star - GX-3 HS5mm Combo Winch Kit	LSM	GX3 HS5mm Combo	Lone Star - GX-3 HS5mm Combo Winch Kit	2630.79	0.1	2893.869	0.15919050051866684	460.6764545454539	3690	3354.545454545454	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	2893.869	20	3694.4144545454546	0.14940099130975573	551.9491818181814	3690	27	954	4671		DFO-LON-GX3 HS5mm Combo	Lone Star - GX-3 HS5mm Combo Winch Kit																															
		Lone Star - GX-4 10mm Combo Winch Kit	LSM	GX4 10mm Combo	Lone Star - GX-4 10mm Combo Winch Kit	3026.81	0.1	3329.491	0.14404601456826555	479.599909090909	4190	3809.090909090909	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	3329.491	20	4130.036454545454	0.13822459986650784	570.872636363636	4190	27	954	5171		DFO-LON-GX4 10mm Combo	Lone Star - GX-4 10mm Combo Winch Kit																															
		Lone Star - GX-4 HS6mm Combo Winch Kit	LSM	GX4 HS6mm Combo	Lone Star - GX-4 HS6mm Combo Winch Kit	3596.4	0.1	3956.04	0.146693065884985	580.3236363636361	4990	4536.363636363636	Install Anchor Winch Kit - (6.0)	6	780.5454545454544	3956.04	20	4756.585454545454	0.14119295659758996	671.596363636364	4990	27	954	5971		DFO-LON-GX4 HS6mm Combo	Lone Star - GX-4 HS6mm Combo Winch Kit																															
																																																										
